"accepted_pattern_ref","job_external_ref","employee_sample_refs","pattern_title","job_family","modeled_experience_years","modeled_languages","modeled_education","modeled_certifications","modeled_core_skills","modeled_preferred_skills","modeled_portfolio_assets","modeled_project_keywords","derivation_reason","source_confidence","review_status"
"ACP-JOBUSVECTORFE001-13","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-03|EMP-JOBUSVECTORFE001-04","Vector Design Systems Frontend accepted candidate model 13","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","component library platform|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSVECTORFE001-14","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-04|EMP-JOBUSVECTORFE001-05","Vector Design Systems Frontend accepted candidate model 14","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","component library platform|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSVECTORFE001-15","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-05|EMP-JOBUSVECTORFE001-01","Vector Design Systems Frontend accepted candidate model 15","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","component library platform|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSVECTORFE001-16","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-01|EMP-JOBUSVECTORFE001-02","Vector Design Systems Frontend accepted candidate model 16","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub","component library platform|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSVECTORFE001-17","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-02|EMP-JOBUSVECTORFE001-03","Vector Design Systems Frontend accepted candidate model 17","Frontend","7","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","component library platform|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSVECTORFE001-18","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-03|EMP-JOBUSVECTORFE001-04","Vector Design Systems Frontend accepted candidate model 18","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","component library platform|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSVECTORFE001-19","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-04|EMP-JOBUSVECTORFE001-05","Vector Design Systems Frontend accepted candidate model 19","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","component library platform|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSVECTORFE001-20","JOB-US-VECTOR-FE-001","EMP-JOBUSVECTORFE001-05|EMP-JOBUSVECTORFE001-01","Vector Design Systems Frontend accepted candidate model 20","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub","component library platform|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-01","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-01|EMP-JOBJPSAKURABE001-02","Sakura Cloud Backend accepted candidate model 1","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","cloud control plane API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-02","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-02|EMP-JOBJPSAKURABE001-03","Sakura Cloud Backend accepted candidate model 2","Backend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","cloud control plane API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-03","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-03|EMP-JOBJPSAKURABE001-04","Sakura Cloud Backend accepted candidate model 3","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","cloud control plane API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSAKURABE001-04","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-04|EMP-JOBJPSAKURABE001-05","Sakura Cloud Backend accepted candidate model 4","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub","cloud control plane API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-05","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-05|EMP-JOBJPSAKURABE001-01","Sakura Cloud Backend accepted candidate model 5","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","cloud control plane API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-06","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-01|EMP-JOBJPSAKURABE001-02","Sakura Cloud Backend accepted candidate model 6","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","cloud control plane API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSAKURABE001-07","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-02|EMP-JOBJPSAKURABE001-03","Sakura Cloud Backend accepted candidate model 7","Backend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","cloud control plane API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-08","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-03|EMP-JOBJPSAKURABE001-04","Sakura Cloud Backend accepted candidate model 8","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub","cloud control plane API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-09","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-04|EMP-JOBJPSAKURABE001-05","Sakura Cloud Backend accepted candidate model 9","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","cloud control plane API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSAKURABE001-10","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-05|EMP-JOBJPSAKURABE001-01","Sakura Cloud Backend accepted candidate model 10","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","cloud control plane API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-11","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-01|EMP-JOBJPSAKURABE001-02","Sakura Cloud Backend accepted candidate model 11","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","cloud control plane API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-12","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-02|EMP-JOBJPSAKURABE001-03","Sakura Cloud Backend accepted candidate model 12","Backend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub","cloud control plane API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSAKURABE001-13","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-03|EMP-JOBJPSAKURABE001-04","Sakura Cloud Backend accepted candidate model 13","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","cloud control plane API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-14","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-04|EMP-JOBJPSAKURABE001-05","Sakura Cloud Backend accepted candidate model 14","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","cloud control plane API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-15","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-05|EMP-JOBJPSAKURABE001-01","Sakura Cloud Backend accepted candidate model 15","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","cloud control plane API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSAKURABE001-16","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-01|EMP-JOBJPSAKURABE001-02","Sakura Cloud Backend accepted candidate model 16","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub","cloud control plane API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-17","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-02|EMP-JOBJPSAKURABE001-03","Sakura Cloud Backend accepted candidate model 17","Backend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub|Portfolio","cloud control plane API|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-18","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-03|EMP-JOBJPSAKURABE001-04","Sakura Cloud Backend accepted candidate model 18","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","cloud control plane API|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSAKURABE001-19","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-04|EMP-JOBJPSAKURABE001-05","Sakura Cloud Backend accepted candidate model 19","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","cloud control plane API|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSAKURABE001-20","JOB-JP-SAKURA-BE-001","EMP-JOBJPSAKURABE001-05|EMP-JOBJPSAKURABE001-01","Sakura Cloud Backend accepted candidate model 20","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub","cloud control plane API|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-01","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-01|EMP-JOBJPTOKYOMOBBE001-02","Tokyo Mobility Backend accepted candidate model 1","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","mobility dispatch backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-02","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-02|EMP-JOBJPTOKYOMOBBE001-03","Tokyo Mobility Backend accepted candidate model 2","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","mobility dispatch backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-03","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-03|EMP-JOBJPTOKYOMOBBE001-04","Tokyo Mobility Backend accepted candidate model 3","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","mobility dispatch backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-04","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-04|EMP-JOBJPTOKYOMOBBE001-05","Tokyo Mobility Backend accepted candidate model 4","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub","mobility dispatch backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-05","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-05|EMP-JOBJPTOKYOMOBBE001-01","Tokyo Mobility Backend accepted candidate model 5","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","mobility dispatch backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-06","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-01|EMP-JOBJPTOKYOMOBBE001-02","Tokyo Mobility Backend accepted candidate model 6","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","mobility dispatch backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-07","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-02|EMP-JOBJPTOKYOMOBBE001-03","Tokyo Mobility Backend accepted candidate model 7","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","mobility dispatch backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-08","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-03|EMP-JOBJPTOKYOMOBBE001-04","Tokyo Mobility Backend accepted candidate model 8","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub","mobility dispatch backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-09","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-04|EMP-JOBJPTOKYOMOBBE001-05","Tokyo Mobility Backend accepted candidate model 9","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","mobility dispatch backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-10","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-05|EMP-JOBJPTOKYOMOBBE001-01","Tokyo Mobility Backend accepted candidate model 10","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","mobility dispatch backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-11","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-01|EMP-JOBJPTOKYOMOBBE001-02","Tokyo Mobility Backend accepted candidate model 11","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","mobility dispatch backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-12","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-02|EMP-JOBJPTOKYOMOBBE001-03","Tokyo Mobility Backend accepted candidate model 12","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub","mobility dispatch backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-13","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-03|EMP-JOBJPTOKYOMOBBE001-04","Tokyo Mobility Backend accepted candidate model 13","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Docker|AWS|System Design|Distributed Systems","CI/CD|Observability|Terraform|GraphQL","GitHub|Portfolio","mobility dispatch backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-14","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-04|EMP-JOBJPTOKYOMOBBE001-05","Tokyo Mobility Backend accepted candidate model 14","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Docker|AWS|System Design|Distributed Systems|Java","Observability|Terraform|GraphQL|Security","GitHub|Portfolio","mobility dispatch backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-15","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-05|EMP-JOBJPTOKYOMOBBE001-01","Tokyo Mobility Backend accepted candidate model 15","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","AWS|System Design|Distributed Systems|Java|Spring Boot","Terraform|GraphQL|Security|Kubernetes","GitHub|Portfolio","mobility dispatch backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-16","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-01|EMP-JOBJPTOKYOMOBBE001-02","Tokyo Mobility Backend accepted candidate model 16","Backend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","System Design|Distributed Systems|Java|Spring Boot|MySQL","GraphQL|Security|Kubernetes|Kafka","GitHub","mobility dispatch backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-17","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-02|EMP-JOBJPTOKYOMOBBE001-03","Tokyo Mobility Backend accepted candidate model 17","Backend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Distributed Systems|Java|Spring Boot|MySQL|REST API","Security|Kubernetes|Kafka|Redis","GitHub|Portfolio","mobility dispatch backend|distributed data service|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-18","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-03|EMP-JOBJPTOKYOMOBBE001-04","Tokyo Mobility Backend accepted candidate model 18","Backend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","mobility dispatch backend|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-19","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-04|EMP-JOBJPTOKYOMOBBE001-05","Tokyo Mobility Backend accepted candidate model 19","Backend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","mobility dispatch backend|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPTOKYOMOBBE001-20","JOB-JP-TOKYO-MOB-BE-001","EMP-JOBJPTOKYOMOBBE001-05|EMP-JOBJPTOKYOMOBBE001-01","Tokyo Mobility Backend accepted candidate model 20","Backend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub","mobility dispatch backend|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-01","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-01|EMP-JOBJPKYOTOROBBE001-02","Kyoto Robotics Backend accepted candidate model 1","Backend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Java|Spring Boot|MySQL|REST API|Docker","Kubernetes|Kafka|Redis|CI/CD","GitHub|Portfolio","robot telemetry service|high traffic API|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-02","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-02|EMP-JOBJPKYOTOROBBE001-03","Kyoto Robotics Backend accepted candidate model 2","Backend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Spring Boot|MySQL|REST API|Docker|AWS","Kafka|Redis|CI/CD|Observability","GitHub|Portfolio","robot telemetry service|event processing pipeline|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKYOTOROBBE001-03","JOB-JP-KYOTO-ROB-BE-001","EMP-JOBJPKYOTOROBBE001-03|EMP-JOBJPKYOTOROBBE001-04","Kyoto Robotics Backend accepted candidate model 3","Backend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","MySQL|REST API|Docker|AWS|System Design","Redis|CI/CD|Observability|Terraform","GitHub|Portfolio","robot telemetry service|cloud service backend|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
